GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss,CumPaidLoss,BulkLoss,EarnedPremDIR,EarnedPremCeded,EarnedPremNet,Single,PostedReserve97,LOB
13893,Community Blood Cntr Exch RRG,1989,1990,2,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1989,1991,3,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1989,1992,4,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1989,1993,5,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1989,1994,6,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1989,1995,7,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1989,1996,8,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1989,1997,9,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1990,1990,1,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1990,1991,2,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1990,1992,3,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1990,1993,4,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1990,1994,5,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1990,1995,6,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1990,1996,7,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1990,1997,8,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1991,1991,1,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1991,1992,2,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1991,1993,3,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1991,1994,4,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1991,1995,5,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1991,1996,6,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1991,1997,7,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1992,1992,1,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1992,1993,2,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1992,1994,3,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1992,1995,4,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1992,1996,5,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1992,1997,6,0,0,0,0,0,0,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1993,1993,1,83,0,83,317,322,-5,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1993,1994,2,84,0,84,317,322,-5,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1993,1995,3,90,3,81,317,322,-5,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1993,1996,4,59,4,55,317,322,-5,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1993,1997,5,3,3,0,317,322,-5,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1994,1994,1,339,0,268,1268,719,549,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1994,1995,2,432,32,245,1268,719,549,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1994,1996,3,352,75,182,1268,719,549,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1994,1997,4,183,83,100,1268,719,549,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1995,1995,1,440,11,373,1442,658,784,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1995,1996,2,415,31,238,1442,658,784,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1995,1997,3,510,199,185,1442,658,784,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1996,1996,1,430,0,379,1497,730,767,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1996,1997,2,456,0,284,1497,730,767,1,1469,medmal
13893,Community Blood Cntr Exch RRG,1997,1997,1,493,0,493,1510,680,830,1,1469,medmal
15792,Underwriters At Lloyds London,1988,1988,1,3336,1,3200,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1989,2,7613,5,7550,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1990,3,603,49,420,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1991,4,2832,56,2662,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1992,5,1056,57,986,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1993,6,61,60,0,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1994,7,226,61,163,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1995,8,670,159,501,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1996,9,159,159,0,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1988,1997,10,159,159,0,4565,1753,2812,1,0,medmal
15792,Underwriters At Lloyds London,1989,1989,1,9096,1,909,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1989,1990,2,1096,3,1065,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1989,1991,3,2856,7,2124,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1989,1992,4,1724,25,1685,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1989,1993,5,38,30,0,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1989,1994,6,304,30,269,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1989,1995,7,1497,31,1465,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1989,1996,8,31,31,0,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1989,1997,9,31,31,0,5973,3676,2297,1,0,medmal
15792,Underwriters At Lloyds London,1990,1990,1,3369,0,3369,7413,4555,2858,1,0,medmal
15792,Underwriters At Lloyds London,1990,1991,2,5600,0,4614,7413,4555,2858,1,0,medmal
15792,Underwriters At Lloyds London,1990,1992,3,1727,0,1727,7413,4555,2858,1,0,medmal
15792,Underwriters At Lloyds London,1990,1993,4,0,0,0,7413,4555,2858,1,0,medmal
15792,Underwriters At Lloyds London,1990,1994,5,690,0,690,7413,4555,2858,1,0,medmal
15792,Underwriters At Lloyds London,1990,1995,6,1818,0,1818,7413,4555,2858,1,0,medmal
15792,Underwriters At Lloyds London,1990,1996,7,0,0,0,7413,4555,2858,1,0,medmal
15792,Underwriters At Lloyds London,1990,1997,8,0,0,0,7413,4555,2858,1,0,medmal
15792,Underwriters At Lloyds London,1991,1991,1,16428,0,16428,1058,1234,-176,1,0,medmal
15792,Underwriters At Lloyds London,1991,1992,2,3491,0,3491,1058,1234,-176,1,0,medmal
15792,Underwriters At Lloyds London,1991,1993,3,0,0,0,1058,1234,-176,1,0,medmal
15792,Underwriters At Lloyds London,1991,1994,4,1178,0,1178,1058,1234,-176,1,0,medmal
15792,Underwriters At Lloyds London,1991,1995,5,1543,0,1543,1058,1234,-176,1,0,medmal
15792,Underwriters At Lloyds London,1991,1996,6,0,0,0,1058,1234,-176,1,0,medmal
15792,Underwriters At Lloyds London,1991,1997,7,0,0,0,1058,1234,-176,1,0,medmal
15792,Underwriters At Lloyds London,1992,1992,1,9069,0,9069,4129,1986,2143,1,0,medmal
15792,Underwriters At Lloyds London,1992,1993,2,839,0,839,4129,1986,2143,1,0,medmal
15792,Underwriters At Lloyds London,1992,1994,3,5837,0,5837,4129,1986,2143,1,0,medmal
15792,Underwriters At Lloyds London,1992,1995,4,1494,0,1494,4129,1986,2143,1,0,medmal
15792,Underwriters At Lloyds London,1992,1996,5,0,0,0,4129,1986,2143,1,0,medmal
15792,Underwriters At Lloyds London,1992,1997,6,0,0,0,4129,1986,2143,1,0,medmal
15792,Underwriters At Lloyds London,1993,1993,1,0,0,0,-781,-53,-728,1,0,medmal
15792,Underwriters At Lloyds London,1993,1994,2,236,0,236,-781,-53,-728,1,0,medmal
15792,Underwriters At Lloyds London,1993,1995,3,4740,0,4740,-781,-53,-728,1,0,medmal
15792,Underwriters At Lloyds London,1993,1996,4,0,0,0,-781,-53,-728,1,0,medmal
15792,Underwriters At Lloyds London,1993,1997,5,0,0,0,-781,-53,-728,1,0,medmal
15792,Underwriters At Lloyds London,1994,1994,1,168,0,168,-19,-21,2,1,0,medmal
15792,Underwriters At Lloyds London,1994,1995,2,0,0,0,-19,-21,2,1,0,medmal
15792,Underwriters At Lloyds London,1994,1996,3,0,0,0,-19,-21,2,1,0,medmal
15792,Underwriters At Lloyds London,1994,1997,4,0,0,0,-19,-21,2,1,0,medmal
15792,Underwriters At Lloyds London,1995,1995,1,0,0,0,0,0,0,1,0,medmal
15792,Underwriters At Lloyds London,1995,1996,2,0,0,0,0,0,0,1,0,medmal
15792,Underwriters At Lloyds London,1995,1997,3,0,0,0,0,0,0,1,0,medmal
15792,Underwriters At Lloyds London,1996,1996,1,0,0,0,0,0,0,1,0,medmal
15792,Underwriters At Lloyds London,1996,1997,2,0,0,0,0,0,0,1,0,medmal
15792,Underwriters At Lloyds London,1997,1997,1,0,0,0,0,0,0,1,0,medmal
15865,NCMIC Ins Co,1988,1988,1,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1989,2,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1990,3,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1991,4,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1992,5,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1993,6,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1994,7,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1995,8,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1996,9,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1988,1997,10,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1989,1,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1990,2,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1991,3,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1992,4,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1993,5,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1994,6,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1995,7,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1996,8,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1989,1997,9,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1990,1990,1,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1990,1991,2,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1990,1992,3,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1990,1993,4,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1990,1994,5,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1990,1995,6,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1990,1996,7,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1990,1997,8,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1991,1991,1,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1991,1992,2,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1991,1993,3,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1991,1994,4,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1991,1995,5,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1991,1996,6,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1991,1997,7,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1992,1992,1,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1992,1993,2,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1992,1994,3,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1992,1995,4,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1992,1996,5,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1992,1997,6,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1993,1993,1,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1993,1994,2,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1993,1995,3,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1993,1996,4,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1993,1997,5,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1994,1994,1,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1994,1995,2,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1994,1996,3,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1994,1997,4,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1995,1995,1,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1995,1996,2,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1995,1997,3,0,0,0,0,0,0,1,326,medmal
15865,NCMIC Ins Co,1996,1996,1,52,0,0,177,18,159,1,326,medmal
15865,NCMIC Ins Co,1996,1997,2,221,7,107,177,18,159,1,326,medmal
15865,NCMIC Ins Co,1997,1997,1,112,0,56,823,72,751,1,326,medmal
23663,National American Ins Co,1988,1988,1,15,0,15,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1989,2,0,0,0,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1990,3,17,0,17,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1991,4,16,0,16,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1992,5,0,0,0,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1993,6,0,0,0,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1994,7,0,0,0,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1995,8,0,0,0,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1996,9,0,0,0,145,119,26,1,0,medmal
23663,National American Ins Co,1988,1997,10,0,0,0,145,119,26,1,0,medmal
23663,National American Ins Co,1989,1989,1,30,0,30,276,227,49,1,0,medmal
23663,National American Ins Co,1989,1990,2,30,0,30,276,227,49,1,0,medmal
23663,National American Ins Co,1989,1991,3,30,0,30,276,227,49,1,0,medmal
23663,National American Ins Co,1989,1992,4,0,0,0,276,227,49,1,0,medmal
23663,National American Ins Co,1989,1993,5,0,0,0,276,227,49,1,0,medmal
23663,National American Ins Co,1989,1994,6,0,0,0,276,227,49,1,0,medmal
23663,National American Ins Co,1989,1995,7,0,0,0,276,227,49,1,0,medmal
23663,National American Ins Co,1989,1996,8,0,0,0,276,227,49,1,0,medmal
23663,National American Ins Co,1989,1997,9,0,0,0,276,227,49,1,0,medmal
23663,National American Ins Co,1990,1990,1,2,0,2,13,11,2,1,0,medmal
23663,National American Ins Co,1990,1991,2,2,0,2,13,11,2,1,0,medmal
23663,National American Ins Co,1990,1992,3,0,0,0,13,11,2,1,0,medmal
23663,National American Ins Co,1990,1993,4,0,0,0,13,11,2,1,0,medmal
23663,National American Ins Co,1990,1994,5,0,0,0,13,11,2,1,0,medmal
23663,National American Ins Co,1990,1995,6,0,0,0,13,11,2,1,0,medmal
23663,National American Ins Co,1990,1996,7,0,0,0,13,11,2,1,0,medmal
23663,National American Ins Co,1990,1997,8,0,0,0,13,11,2,1,0,medmal
23663,National American Ins Co,1991,1991,1,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1991,1992,2,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1991,1993,3,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1991,1994,4,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1991,1995,5,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1991,1996,6,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1991,1997,7,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1992,1992,1,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1992,1993,2,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1992,1994,3,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1992,1995,4,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1992,1996,5,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1992,1997,6,0,0,0,1,1,0,1,0,medmal
23663,National American Ins Co,1993,1993,1,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1993,1994,2,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1993,1995,3,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1993,1996,4,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1993,1997,5,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1994,1994,1,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1994,1995,2,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1994,1996,3,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1994,1997,4,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1995,1995,1,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1995,1996,2,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1995,1997,3,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1996,1996,1,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1996,1997,2,0,0,0,0,0,0,1,0,medmal
23663,National American Ins Co,1997,1997,1,0,0,0,0,0,0,1,0,medmal
31429,Michigan Professional Ins Exch,1988,1988,1,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1989,2,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1990,3,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1991,4,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1992,5,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1993,6,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1994,7,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1995,8,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1996,9,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1988,1997,10,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1989,1,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1990,2,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1991,3,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1992,4,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1993,5,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1994,6,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1995,7,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1996,8,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1989,1997,9,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1990,1990,1,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1990,1991,2,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1990,1992,3,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1990,1993,4,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1990,1994,5,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1990,1995,6,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1990,1996,7,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1990,1997,8,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1991,1991,1,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1991,1992,2,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1991,1993,3,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1991,1994,4,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1991,1995,5,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1991,1996,6,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1991,1997,7,0,0,0,0,0,0,1,755,medmal
31429,Michigan Professional Ins Exch,1992,1992,1,0,0,0,87,0,87,1,755,medmal
31429,Michigan Professional Ins Exch,1992,1993,2,0,0,0,87,0,87,1,755,medmal
31429,Michigan Professional Ins Exch,1992,1994,3,0,0,0,87,0,87,1,755,medmal
31429,Michigan Professional Ins Exch,1992,1995,4,0,0,0,87,0,87,1,755,medmal
31429,Michigan Professional Ins Exch,1992,1996,5,0,0,0,87,0,87,1,755,medmal
31429,Michigan Professional Ins Exch,1992,1997,6,0,0,0,87,0,87,1,755,medmal
31429,Michigan Professional Ins Exch,1993,1993,1,2,2,0,143,0,143,1,755,medmal
31429,Michigan Professional Ins Exch,1993,1994,2,2,2,0,143,0,143,1,755,medmal
31429,Michigan Professional Ins Exch,1993,1995,3,2,2,0,143,0,143,1,755,medmal
31429,Michigan Professional Ins Exch,1993,1996,4,2,2,0,143,0,143,1,755,medmal
31429,Michigan Professional Ins Exch,1993,1997,5,2,2,0,143,0,143,1,755,medmal
31429,Michigan Professional Ins Exch,1994,1994,1,879,40,269,401,0,401,1,755,medmal
31429,Michigan Professional Ins Exch,1994,1995,2,1007,350,150,401,0,401,1,755,medmal
31429,Michigan Professional Ins Exch,1994,1996,3,785,663,70,401,0,401,1,755,medmal
31429,Michigan Professional Ins Exch,1994,1997,4,773,737,34,401,0,401,1,755,medmal
31429,Michigan Professional Ins Exch,1995,1995,1,296,8,201,409,0,409,1,755,medmal
31429,Michigan Professional Ins Exch,1995,1996,2,154,41,59,409,0,409,1,755,medmal
31429,Michigan Professional Ins Exch,1995,1997,3,126,83,44,409,0,409,1,755,medmal
31429,Michigan Professional Ins Exch,1996,1996,1,213,3,180,691,256,435,1,755,medmal
31429,Michigan Professional Ins Exch,1996,1997,2,170,8,51,691,256,435,1,755,medmal
31429,Michigan Professional Ins Exch,1997,1997,1,542,9,45,981,488,493,1,755,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1988,1,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1989,2,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1990,3,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1991,4,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1992,5,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1993,6,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1994,7,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1995,8,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1996,9,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1988,1997,10,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1989,1,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1990,2,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1991,3,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1992,4,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1993,5,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1994,6,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1995,7,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1996,8,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1989,1997,9,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1990,1990,1,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1990,1991,2,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1990,1992,3,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1990,1993,4,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1990,1994,5,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1990,1995,6,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1990,1996,7,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1990,1997,8,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1991,1991,1,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1991,1992,2,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1991,1993,3,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1991,1994,4,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1991,1995,5,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1991,1996,6,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1991,1997,7,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1992,1992,1,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1992,1993,2,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1992,1994,3,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1992,1995,4,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1992,1996,5,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1992,1997,6,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1993,1993,1,0,0,0,0,0,0,1,629,medmal
32301,Nichido Fire & Marine Ins Co Ltd,1993,1994,2,0,0,0,0,0,0,1,629,medmal
