118137098835,447447895,09/27/2022 12:29:21 PM,09/27/2022 12:33:22 PM,205.134.132.1,,,,,Less than once a month,At least once a day,Less than once a month,At least once a month,Not at all,Not at all,Less than once a month,At least once a month,,Basic stuff,Advanced,Advanced,Basic stuff,Not at all,Not at all,Not at all,Basic stuff,,Somewhat,Somewhat,Unsure,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Somewhat,,,R,Excel,,SAS,Python,,A business intelligence dashboarding tool like Power BI,SQL,,,,,,,,Exam studying,,,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,Lack of IT support,,Not enough time,,,,,,ACAS,Up to 30 years old,United States,,Insurance company,,26-50,Less than 5
118137095509,447447895,09/27/2022 12:26:35 PM,09/27/2022 12:30:08 PM,24.210.201.165,,,,,Not at all,At least once a week,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Expert,Not at all,Basic stuff,Basic stuff,Basic stuff,Basic stuff,,Very much so,Very much so,Somewhat,Very much so,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,,,R,,,,,,,,,,,,Financial cost,Not enough time,No perceived benefit,,,,,,,,,"Linear regression, including GLMs",,,,,,"Time series analysis, including claim trend analysis",,,,,,,,,,Not enough time,,,,,,FCAS,61 or older,United States,,Retired,,26-50,More than 20
118137094978,447447895,09/27/2022 12:24:59 PM,09/27/2022 12:29:38 PM,136.226.55.21,,,,,Less than once a month,At least once a day,Not at all,At least once a month,Less than once a month,Not at all,At least once a month,At least once a month,,Basic stuff,Expert,Advanced,Intermediate,Basic stuff,Not at all,Intermediate,Intermediate,,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Very much so,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Very much so,,,R,Excel,,,Python,,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",,Premium adjustment,,,,"Time series analysis, including claim trend analysis",,,,,,,,,,Not enough time,No perceived benefit,,,,,ACAS,Up to 30 years old,United States,,Insurance company,,200+,Between 5 and 10
118137092984,447447895,09/27/2022 12:23:50 PM,09/27/2022 12:27:39 PM,65.183.99.20,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,At least once a week,At least once a day,,Not at all,Expert,Not at all,Not at all,Not at all,Not at all,Basic stuff,Advanced,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,"Emblem, Radar",,Excel,,,,,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,,,,,,,,,Not enough time,,,,,,FCAS,31-40 years old,United States,,Insurance company,,6-10,Between 15 and 20
118137092619,447447895,09/27/2022 12:22:32 PM,09/27/2022 12:27:17 PM,71.205.108.224,,,,,At least once a day,At least once a day,Not at all,Not at all,Not at all,At least once a month,At least once a month,Not at all,,Intermediate,Advanced,Intermediate,Not at all,Not at all,Basic stuff,Basic stuff,Basic stuff,,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,R,Excel,,,,,,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,None yet,Up to 30 years old,United States,,Insurance company,,200+,Less than 5
118137092127,447447895,09/27/2022 12:21:47 PM,09/27/2022 12:26:49 PM,38.99.3.114,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Less than once a month,At least once a month,Less than once a month,,Basic stuff,Expert,Intermediate,Basic stuff,Not at all,Not at all,Intermediate,Basic stuff,,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,,,R,,,,Python,,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,Financial cost,,,,,Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,Prefer not to say,United States,,Reinsurance company,,11-25,More than 20
118137088506,447447895,09/27/2022 11:31:58 AM,09/27/2022 12:23:18 PM,167.127.218.164,,,,,At least once a day,At least once a day,Not at all,Less than once a month,Not at all,Less than once a month,Less than once a month,Less than once a month,,Advanced,Expert,Not at all,Basic stuff,Not at all,Basic stuff,Basic stuff,Intermediate,,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,Unsure,,,R,,,,,,,,,,,,,Not enough time,,,,Lack of management support,Lack of IT support,Financial cost,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,,,,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,,,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 5 and 10
118137087495,447447895,09/27/2022 12:18:39 PM,09/27/2022 12:22:19 PM,165.225.8.237,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Intermediate,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,Excel,,,,,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,Lack of IT support,Financial cost,Not enough time,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,FCAS,51-60 years old,United States,,Broker or (re)insurance intermediary,,200+,More than 20
118137085887,447447895,09/27/2022 12:12:56 PM,09/27/2022 12:20:50 PM,107.77.192.33,,,,,Not at all,At least once a day,Not at all,At least once a week,Not at all,Not at all,At least once a month,At least once a month,,Not at all,Advanced,Basic stuff,Basic stuff,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,,,,,,,A data visualization tool like Tableau,,,,,,,,Not enough time,,,,,,,Not enough time,,not enough benefit to utilize resources,,,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,,not relevant to my job,,,,ACAS,31-40 years old,United States,,Insurance company,,26-50,Between 10 and 15
118137084523,447447895,09/27/2022 12:14:45 PM,09/27/2022 12:19:23 PM,166.88.163.71,,,,,Less than once a month,At least once a day,At least once a day,Not at all,At least once a week,At least once a week,Not at all,At least once a week,,Basic stuff,Advanced,Intermediate,Intermediate,Basic stuff,Intermediate,Basic stuff,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,Python,,,,,,,,,Not enough time,,,,,,,,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,Not enough time,,,,,,FCAS,31-40 years old,United States,,Other (please specify),Technology ,6-10,Between 5 and 10
118137081633,447447895,09/27/2022 12:13:57 PM,09/27/2022 12:16:22 PM,45.20.79.51,,,,,Not at all,At least once a day,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,,Basic stuff,Advanced,Advanced,Not at all,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,Very much so,Very much so,Not at all,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,Excel,,,,,,,,,,,,Not enough time,,,,,,,Not enough time,,,,,,,,,,AI/deep learning,,,,,,,,,Not enough time,,,,,,FCAS,41-50 years old,United States,,Insurance company,,11-25,Between 15 and 20
118137081571,447447895,09/27/2022 12:09:24 PM,09/27/2022 12:16:18 PM,165.225.39.95,,,,,Less than once a month,At least once a day,Not at all,Not at all,Less than once a month,At least once a month,At least once a day,At least once a week,,Basic stuff,Expert,Advanced,Intermediate,Basic stuff,Advanced,Advanced,Basic stuff,,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Somewhat,Very much so,Very much so,Somewhat,Somewhat,Very much so,Somewhat,Somewhat,Very much so,Very much so,Very much so,,,,,,,Python,,,SQL,,,,,,Not enough time,,,,,,Financial cost,Not enough time,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,,legacy tools take time and training to migrate,,,,FCAS,41-50 years old,United States,,Insurance company,,200+,Between 15 and 20
118137080442,447447895,09/27/2022 12:10:11 PM,09/27/2022 12:15:01 PM,186.233.186.103,,,,,At least once a day,At least once a week,Not at all,Not at all,Less than once a month,At least once a month,Not at all,At least once a day,,Expert,Advanced,Intermediate,Not at all,Basic stuff,Basic stuff,Not at all,Basic stuff,,Somewhat,Very much so,Not at all,Very much so,Somewhat,Very much so,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Somewhat,Not at all,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,,,R,Excel,,,,A data visualization tool like Tableau,,SQL,,,,,,Not enough time,,,,Lack of management support,,Financial cost,,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",,"Time series analysis, including claim trend analysis",,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,,,No perceived benefit,,,,,None yet,Up to 30 years old,United States,,Broker or (re)insurance intermediary,,200+,Less than 5
118137079219,447447895,09/27/2022 12:09:15 PM,09/27/2022 12:13:46 PM,192.152.138.2,,,,,At least once a day,At least once a day,Not at all,Not at all,Not at all,Not at all,Less than once a month,At least once a month,,Intermediate,Intermediate,Basic stuff,Basic stuff,Basic stuff,Not at all,Basic stuff,Basic stuff,,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,,,R,Excel,,,Python,,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,,No perceived benefit,,,,,,,,,,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Insurance company,,1-5,Between 10 and 15
118137073397,447447895,09/27/2022 12:03:39 PM,09/27/2022 12:07:57 PM,76.130.182.84,,,,,Not at all,At least once a week,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Intermediate,Basic stuff,Not at all,Basic stuff,Not at all,Not at all,,Very much so,Very much so,Very much so,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,,,,,,,,,,,,,,,No perceived benefit,retired,,,,,,No perceived benefit,,,,,,,,,,,,,,,,,,,No perceived benefit,,,,,FCAS,61 or older,United States,,Retired,,,More than 20
118137072600,447447895,09/27/2022 12:01:48 PM,09/27/2022 12:07:12 PM,72.74.171.119,,,,,,Less than once a month,At least once a month,Not at all,At least once a week,Not at all,Not at all,Less than once a month,,Basic stuff,Intermediate,Intermediate,Not at all,Advanced,Not at all,Not at all,Basic stuff,,Not at all,Not at all,Not at all,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Somewhat,Unsure,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,,,,,,,Python,,,,,,,Lack of IT support,,Not enough time,,,,Lack of management support,Lack of IT support,Financial cost,,,,"Linear regression, including GLMs",,,,"Bayesian analysis, and/or MCMC",,,AI/deep learning,,,,,,,,,Not enough time,,,,,,FCAS,51-60 years old,United States,,Retired,,,More than 20
118137064405,447447895,09/27/2022 11:55:52 AM,09/27/2022 11:59:42 AM,199.161.127.19,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Basic stuff,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Somewhat,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,R - Very much so,R,R,,,,,,,SQL,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,,Credibility,Premium adjustment,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,Lack of management support,,,Not enough time,,,,,,ACAS,51-60 years old,United States,,Insurance company,,1-5,More than 20
118137061722,447447895,09/27/2022 11:52:41 AM,09/27/2022 11:57:09 AM,76.71.136.16,,,,,At least once a week,At least once a day,Not at all,Not at all,Less than once a month,Not at all,Not at all,Less than once a month,,Intermediate,Expert,Not at all,Basic stuff,Basic stuff,Not at all,Not at all,Intermediate,,Very much so,Very much so,Somewhat,,,,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Somewhat,Somewhat,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Somewhat,,,R,,,,Python,,,,,,,,,Not enough time,,,,,,,Not enough time,,,,,,,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,ACAS,31-40 years old,Canada,,Broker or (re)insurance intermediary,,6-10,Between 5 and 10
118137060237,447447895,09/27/2022 11:52:47 AM,09/27/2022 11:55:41 AM,68.9.223.172,,,,,At least once a day,At least once a day,Not at all,Not at all,Less than once a month,Not at all,Not at all,At least once a week,,Expert,Expert,Not at all,Not at all,Intermediate,Not at all,Not at all,Expert,,Very much so,Very much so,Very much so,,,,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Very much so,Very much so,Very much so,,,R,Excel,,,Python,,,SQL,,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",,,,,,,,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,,,,,,,,FCAS,41-50 years old,United States,,Insurance company,,6-10,Between 15 and 20
118137056824,447447895,09/27/2022 11:47:44 AM,09/27/2022 11:52:10 AM,97.105.93.2,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Basic stuff,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Very much so,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,Python,,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",,,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,No perceived benefit,,,,,ACAS,61 or older,United States,,Consulting Firm,,1-5,More than 20
118137055344,447447895,09/27/2022 11:47:29 AM,09/27/2022 11:50:41 AM,166.196.110.39,,,,,Not at all,At least once a day,Not at all,At least once a week,Not at all,Not at all,Not at all,At least once a month,,Basic stuff,Expert,Expert,Expert,Not at all,Not at all,Not at all,Intermediate,,Very much so,,,,,,Very much so,,,Very much so,,,,,,,,,,,,Very much so,,,,,,,,SAS,,A data visualization tool like Tableau,,SQL,,,,,,Not enough time,,,,Lack of management support,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,ACAS,31-40 years old,United States,,Insurance company,,1-5,Between 10 and 15
118137054717,447447895,09/27/2022 11:44:51 AM,09/27/2022 11:50:02 AM,104.225.199.211,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,At least once a week,At least once a day,Not at all,,Not at all,Expert,Not at all,Not at all,Not at all,Basic stuff,Basic stuff,Not at all,,Very much so,Very much so,Somewhat,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,No sure. ,,,,,,A data visualization tool like Tableau,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,ACAS,51-60 years old,United States,,Insurance company,,51-200,More than 20
118137051401,447447895,09/27/2022 11:41:53 AM,09/27/2022 11:46:47 AM,167.127.104.145,,,,,At least once a day,At least once a day,Not at all,Not at all,Not at all,Less than once a month,Less than once a month,Less than once a month,,Expert,Expert,Intermediate,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,,,,,,Somewhat,,,Somewhat,,,Very much so,,,Very much so,,,Very much so,,,Very much so,,,,R,,,,,,,,,,,,Lack of IT support,,,No perceived benefit,,,,Lack of IT support,Financial cost,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,Up to 30 years old,United States,,Insurance company,,51-200,Between 5 and 10
118137049572,447447895,09/27/2022 11:31:37 AM,09/27/2022 11:44:55 AM,73.226.170.249,,,,,Not at all,At least once a day,Not at all,Not at all,At least once a month,Not at all,Not at all,At least once a week,Dashboarding done with streamlit Python package,Basic stuff,Advanced,Intermediate,Not at all,Intermediate,Not at all,Not at all,Basic stuff,,Very much so,Very much so,Somewhat,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Very much so,Very much so,Very much so,,3rd party type software like resQ for reserving. I think it’s important to know if 3rd party tools are just as important as using a programming language or excel to complete the same task and function,R,,,,Python,,,,,,Lack of management support,Lack of IT support,,Not enough time,,"Studying programming/ data science/ software engineering takes a lot of time, which is hard to find while studying",,Lack of management support,,,,,,,,Premium adjustment,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,Lack of management support,,,Not enough time,,,,"I think having knowledge of both data science and software engineering is important (e.g. machine learning, data structures). Drilling into what level of depth is important because it further drives what technologies and to what extent is required.",,None yet,Up to 30 years old,United States,,Insurance company,,51-200,Less than 5
118137048811,447447895,09/27/2022 11:38:12 AM,09/27/2022 11:44:07 AM,162.136.192.1,,,,,At least once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a day,,Advanced,Intermediate,Intermediate,Intermediate,Basic stuff,Basic stuff,Not at all,Intermediate,,Unsure,Very much so,Unsure,,,,Unsure,Not at all,Unsure,Unsure,Somewhat,Unsure,Unsure,Not at all,Unsure,Unsure,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Reserving work heavily reliant on ResQ,ResQ,R,Excel,,,,,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,Financial cost,Not enough time,,,,,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,Lack of IT support,Financial cost,Not enough time,No perceived benefit,,,,,None yet,Up to 30 years old,United States,,Insurance company,,51-200,Less than 5
118137048054,447447895,09/27/2022 11:40:08 AM,09/27/2022 11:43:20 AM,199.19.248.69,,,,,Less than once a month,At least once a week,Not at all,Less than once a month,Not at all,Less than once a month,At least once a week,Less than once a month,,Intermediate,Advanced,Not at all,Intermediate,,Basic stuff,Basic stuff,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,SQL,,,,,,,,,,,,,,,,"Linear regression, including GLMs",,,,,,,,,Tree-based methods like random forests,,,,,,,,,,,,,FCAS,41-50 years old,United States,,Insurance company,,11-25,More than 20
118137045062,447447895,09/27/2022 11:29:47 AM,09/27/2022 11:40:13 AM,72.143.197.140,,,,,Not at all,At least once a day,Less than once a month,At least once a month,Less than once a month,At least once a month,At least once a week,At least once a month,,Basic stuff,Advanced,Advanced,Basic stuff,Basic stuff,Intermediate,Intermediate,Intermediate,,Very much so,Very much so,Unsure,,,,Somewhat,Somewhat,Unsure,Very much so,Somewhat,Unsure,Very much so,Somewhat,Unsure,Somewhat,Not at all,Unsure,Somewhat,Not at all,Unsure,Somewhat,Somewhat,Unsure,,"Qlik, JIRA/confluence",,Excel,,,,A data visualization tool like Tableau,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,No perceived benefit,Not value add for day to day role.,,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,,,,,,,,Tree-based methods like random forests,,,,,,,Not enough time,No perceived benefit,,Scenario testing ex radar,,,FCAS,31-40 years old,Canada,,Consulting Firm,,6-10,Between 15 and 20
118137039925,447447895,09/27/2022 11:29:36 AM,09/27/2022 11:34:55 AM,72.92.47.133,,,,,Not at all,At least once a day,Not at all,At least once a month,Not at all,Not at all,At least once a week,At least once a week,,Basic stuff,Expert,Advanced,Intermediate,Not at all,Basic stuff,Basic stuff,Intermediate,,Very much so,Very much so,Unsure,,,,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Very much so,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,,,R,,,,,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,,Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,,,,,,,ACAS,31-40 years old,United States,,Insurance company,,11-25,Between 10 and 15
118137039852,447447895,09/27/2022 11:28:49 AM,09/27/2022 11:34:51 AM,207.114.239.40,,,,,At least once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,At least once a month,At least once a week,,Intermediate,Advanced,Not at all,Not at all,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,Somewhat,Unsure,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Somewhat,Unsure,Unsure,,,,,,,,,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,Not enough time,,Not enough data to produce credible results (small company),,,,FCAS,31-40 years old,United States,,Insurance company,,1-5,Between 10 and 15
118137039799,447447895,09/27/2022 11:32:43 AM,09/27/2022 11:34:47 AM,163.116.157.102,,,,,Less than once a month,At least once a day,Less than once a month,Not at all,Not at all,Less than once a month,Not at all,Not at all,,Not at all,Advanced,Intermediate,Not at all,Not at all,Basic stuff,Not at all,Not at all,,Very much so,Very much so,Very much so,,,,Not at all,Not at all,Not at all,Very much so,Not at all,Very much so,Very much so,Not at all,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Unsure,Not at all,Somewhat,,,,,,,,A data visualization tool like Tableau,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,ACAS,41-50 years old,United States,,Consulting Firm,,26-50,More than 20
118137039067,447447895,09/27/2022 11:31:07 AM,09/27/2022 11:34:05 AM,63.230.60.129,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a month,,Basic stuff,Expert,Intermediate,Basic stuff,Not at all,Basic stuff,Basic stuff,Basic stuff,,Very much so,Very much so,Unsure,,,,Somewhat,Somewhat,Unsure,Very much so,Somewhat,Unsure,Very much so,Somewhat,Unsure,Somewhat,Very much so,Unsure,Somewhat,Very much so,Unsure,Very much so,Very much so,Unsure,,,R,,,,,A data visualization tool like Tableau,A business intelligence dashboarding tool like Power BI,SQL,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 5 and 10
118137038960,447447895,09/27/2022 09:33:34 AM,09/27/2022 11:34:00 AM,63.100.172.20,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Basic stuff,Expert,Basic stuff,Not at all,Not at all,Intermediate,Intermediate,Basic stuff,,Very much so,Somewhat,Somewhat,,,,Not at all,Not at all,Not at all,Somewhat,Very much so,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Somewhat,Not at all,Somewhat,Somewhat,Very much so,Not at all,,,,,,,Python,,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,100% of actuaries know Excel. Few know other languages so moving to Python for example severely limits number of possible contributors.,"Linear regression, including GLMs",Credibility,,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,41-50 years old,United States,,Reinsurance company,,51-200,More than 20
